工单单号,工单性质,判定依据,保内保外,批次入库日期,安装日期,购机日期,产品名称,开发主体,故障部位名称,故障组,故障类别,服务项目或故障现象,维修方式,旧件名称,新件名称,来电内容,现场诊断故障现象,处理方案简述或备注
WO0018211554,质量工单,Rule 8.3: 有故障且非简单维护,保内,2024-07-25 13:29:44,,2024-08-05,"饮水机 立式制热单温机,Y1351LK-C(单温),水厂渠道专供(白01-02)",商用事业部,"自动复位温控器 86℃,KSD301,250V/10A,3C(白色)",饮水机,电气类,,上门维修,"自动复位温控器 86℃,KSD301,250V/10A,3C(白色)","自动复位温控器 86℃,KSD301,250V/10A,3C(白色)",15223406937 服务商代报维修，不加热,不加热,换温控
WO0018211555,质量工单,Rule 8.3: 有故障且非简单维护,保内,2024-07-25 13:29:44,,2024-08-05,"饮水机 立式制热单温机,Y1351LK-C(单温),水厂渠道专供(白01-02)",商用事业部,"自动复位温控器 86℃,KSD301,250V/10A,3C(白色)",饮水机,电气类,,上门维修,"自动复位温控器 86℃,KSD301,250V/10A,3C(白色)","自动复位温控器 86℃,KSD301,250V/10A,3C(白色)",15223406937 服务商代报维修，不加热,不加热,换温控
WO0018211559,质量工单,Rule 8.3: 有故障且非简单维护,保内,2024-08-12 11:23:19,,2024-08-05,"饮水机 立式制热单温机,Y1351LK-C(单温),水厂渠道专供(白01-02)",商用事业部,"自动复位温控器 86℃,KSD301,250V/10A,3C(白色)",饮水机,电气类,,上门维修,"自动复位温控器 86℃,KSD301,250V/10A,3C(白色)","自动复位温控器 86℃,KSD301,250V/10A,3C(白色)",15223406937 服务商代报维修，不加热,不加热,换温控器
WO0018211560,质量工单,Rule 8.3: 有故障且非简单维护,保内,2024-07-25 13:29:44,,2024-08-04,"饮水机 立式制热单温机,Y1351LK-C(单温),水厂渠道专供(白01-02)",商用事业部,"自动复位温控器 86℃,KSD301,250V/10A,3C(白色)",饮水机,电气类,,上门维修,"自动复位温控器 86℃,KSD301,250V/10A,3C(白色)","自动复位温控器 86℃,KSD301,250V/10A,3C(白色)",15223406937 服务商代报维修，不加热,不加热,换温控器
WO0018211562,质量工单,Rule 8.3: 有故障且非简单维护,保内,2024-07-25 13:29:44,,2024-08-05,"饮水机 立式制热单温机,Y1351LK-C(单温),水厂渠道专供(白01-02)",商用事业部,"自动复位温控器 86℃,KSD301,250V/10A,3C(白色)",饮水机,电气类,,上门维修,"自动复位温控器 86℃,KSD301,250V/10A,3C(白色)","自动复位温控器 86℃,KSD301,250V/10A,3C(白色)",15223406937 服务商代报维修，不加热,不加热,换温控器
WO0018211563,质量工单,Rule 8.3: 有故障且非简单维护,保内,2024-07-25 13:29:44,,2024-08-05,"饮水机 立式制热单温机,Y1351LK-C(单温),水厂渠道专供(白01-02)",商用事业部,"自动复位温控器 86℃,KSD301,250V/10A,3C(白色)",饮水机,电气类,,上门维修,"自动复位温控器 86℃,KSD301,250V/10A,3C(白色)","自动复位温控器 86℃,KSD301,250V/10A,3C(白色)",15223406937 服务商代报维修，不加热,不加热,换温控器
WO0018211564,质量工单,Rule 8.3: 有故障且非简单维护,保内,2024-08-12 11:23:19,,2024-08-05,"饮水机 立式制热单温机,Y1351LK-C(单温),水厂渠道专供(白01-02)",商用事业部,"自动复位温控器 86℃,KSD301,250V/10A,3C(白色)",饮水机,电气类,,上门维修,"自动复位温控器 86℃,KSD301,250V/10A,3C(白色)","自动复位温控器 86℃,KSD301,250V/10A,3C(白色)",15223406937 服务商代报维修，不加热,不加热,换温控器
WO0018211568,质量工单,Rule 8.3: 有故障且非简单维护,保内,2024-09-13 13:22:46,,2024-08-05,"饮水机 立式制热单温机,Y1351LK-C(单温),水厂渠道专供(白01-02)",商用事业部,"自动复位温控器 86℃,KSD301,250V/10A,3C(白色)",饮水机,电气类,,上门维修,"自动复位温控器 86℃,KSD301,250V/10A,3C(白色)","自动复位温控器 86℃,KSD301,250V/10A,3C(白色)",15223406937 服务商代报维修，不加热,不加热,换温控
WO0018211569,质量工单,Rule 8.3: 有故障且非简单维护,保内,2024-09-13 13:22:46,,2024-08-05,"饮水机 立式制热单温机,Y1351LK-C(单温),水厂渠道专供(白01-02)",商用事业部,"自动复位温控器 86℃,KSD301,250V/10A,3C(白色)",饮水机,电气类,,上门维修,"自动复位温控器 86℃,KSD301,250V/10A,3C(白色)","自动复位温控器 86℃,KSD301,250V/10A,3C(白色)",15223406937 服务商代报维修，不加热,不加热,换温控
WO0018211571,质量工单,Rule 8.3: 有故障且非简单维护,保内,2024-08-12 11:23:19,,2024-08-05,"饮水机 立式制热单温机,Y1351LK-C(单温),水厂渠道专供(白01-02)",商用事业部,"自动复位温控器 86℃,KSD301,250V/10A,3C(白色)",饮水机,电气类,,上门维修,"自动复位温控器 86℃,KSD301,250V/10A,3C(白色)","自动复位温控器 86℃,KSD301,250V/10A,3C(白色)",15223406937 服务商代报维修，不加热,不加热,换温控器
WO0018214306,质量工单,Rule A.3: 核心部件更换,保内,2024-07-22 14:53:02,2024-07-29,2024-07-29,"净水设备 反渗透厨下式净水机,J3674-ROC150，446*146*388mm(安吉尔白+天空蓝)",电商事业部,"TDS传感器 J3539-ROC120,φ12*255mm，线长200mm(白色)",净水机,电气类,,上门维修,"TDS传感器 J3539-ROC120,φ12*255mm，线长200mm(白色)","TDS传感器 J3539-ROC120,φ12*255mm，线长200mm(白色)",经销商代报维修 ds不显示,TDS数值不显示,更换TDS探针
WO0018214375,质量工单,Rule A.3: 核心部件更换,保内,2024-06-21 19:47:57,2024-07-21,2024-07-21,"净水设备 反渗透厨下式净水机,J3673-ROC120，446*146*388mm(安吉尔白+秋驼色)",电商事业部,"TDS传感器 J3539-ROC120,φ12*255mm，线长200mm(白色)",净水机,电气类,,上门维修,"TDS传感器 J3539-ROC120,φ12*255mm，线长200mm(白色)","TDS传感器 J3539-ROC120,φ12*255mm，线长200mm(白色)","客户留言:tds不显示数值，只转圈
故障类型：电气故障",tds值转圈圈,
WO0018214451,质量工单,Rule A.3: 核心部件更换,保内,2024-06-08 18:03:49,2024-06-23,2024-06-23,"净水设备 反渗透厨下式净水机,J3674-ROC120，446*146*388mm(安吉尔白+天空蓝)",电商事业部,"电源适配器 GM13024005005DE,输入端：220V  2.5A  线长300mm，输出端：DC24V 5.0A 线长1200mm,含DC插头(黑色)",净水机,电气类,,上门维修,"电源适配器 GM13024005005DE,输入端：220V  2.5A  线长300mm，输出端：DC24V 5.0A 线长1200mm,含DC插头(黑色)","电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)",15768889473服务商代报，不通电。,不通电，不出水，电源适配器坏,更换电源适配器
WO0018215182,质量工单,Rule A.3: 核心部件更换,保内,2024-12-07 17:53:33,2025-02-16,2025-02-16,"净水设备 反渗透厨下式净水机,J3674-ROC150，446*146*388mm(安吉尔白+天空蓝)",电商事业部,"电控龙头 J3674-ROC150双水屏显龙头，英仕3.3V，两进一出/常温水(净水+纯水)/带单独外包装，售后专用,快接(黑色)",净水机,电气类,,上门维修,"电控龙头 J3674-ROC150双水屏显龙头，英仕3.3V，两进一出/常温水(净水+纯水)/带单独外包装，售后专用,快接(黑色)","电控龙头 J3674-ROC150双水屏显龙头，英仕3.3V，两进一出/常温水(净水+纯水)/带单独外包装，售后专用,快接(黑色)",来电号码:15926452656;故障信息:不出水,水量小机器抖动,拆机检查，然后更换水龙头
WO0018216378,非质量工单,Rule 3: 最终安全网,保外,2024-12-20 10:17:41,2025-07-31,2025-07-31,"管线饮水机 壁挂式单温管线饮水机,Y3611BK-G(深空灰)",电商事业部,"挂架 Y3415BK-G,250*40.3*1.5mm(白色)",饮水机,外观结构类,,上门维修,"挂架 Y3415BK-G,250*40.3*1.5mm(白色)","挂架 Y3415BK-G,250*40.3*1.5mm(白色)",19150589309服务商代报维修，缺少配件,挂机损坏,
WO0018220452,质量工单,Rule A.3: 核心部件更换,保内,2025-05-14 15:55:07,2025-07-07,2025-07-07,"净水设备 反渗透厨下式净水机J3675-ROC180,网销专供(鹅黄色)",电商事业部,"电源适配器 162*69.7*33.6mm,输入端:185-240V ~50Hz 3.0A,线长300mm,输出端:DC36V 5.0A 线长1200mm,CQC(黑色)",净水机,电气类,,上门维修,"电源适配器 162*69.7*33.6mm,输入端:185-240V ~50Hz 3.0A,线长300mm,输出端:DC36V 5.0A 线长1200mm,CQC(黑色)","电源适配器 GM13024005005DE,输入端：220V  2.5A  线长300mm，输出端：DC24V 5.0A 线长1200mm,含DC插头(黑色)",不出水 重启也不行 优先联系19923188889,不通电,
WO0018220723,质量工单,Rule A.3: 核心部件更换,保外转保内,2022-09-26 18:30:56,2023-01-28,2023-01-28,"净水设备 反渗透厨下式净水机,J3369-ROB60T,网销专供(银色)",电商事业部,"复合滤芯成品-SPJ3369-ROB60T,325.5*Ф98mm含活性炭滤芯、PP复合滤芯、密封圈等(三合一），批件号LX-946US-PC180,箱式，售后专用",净水机,滤芯类,,上门维修,"复合滤芯成品-SPJ3369-ROB60T,325.5*Ф98mm含活性炭滤芯、PP复合滤芯、密封圈等(三合一），批件号LX-946US-PC180,箱式，售后专用","复合滤芯成品-SPJ3369-ROB60T,325.5*Ф98mm含活性炭滤芯、PP复合滤芯、密封圈等(三合一），批件号LX-946US-PC180,箱式，售后专用",故障类型：制水故障,机器频繁启动,
WO0018221435,非质量工单,Rule B.1: 外部加装,保内,2025-06-12 15:49:49,2025-07-27,2025-07-27,"净水设备 反渗透厨下式净水机,J3673-ROC120 b，玉龙SE，446*146*388mm(安吉尔白+秋驼色)",电商事业部,,净水机,安全维护,加装减压阀,上门维修,,"逆止阀 快插式1/4*1/4，I型，过水流量大于50L/H,MDM1811-A(白色)",不出水  异响    请先电话联系客户,净水器搭配管线机放水异响,净水器连接管线机中间管路加装逆止阀
WO0018222897,质量工单,Rule A.3: 核心部件更换,保内,2024-10-10 22:15:44,2024-11-15,2024-11-15,"净水设备 反渗透厨下式净水机,J3674-ROC120，446*146*388mm(安吉尔白+天空蓝)",电商事业部,"电源适配器 GM13024005005DE,输入端：220V  2.5A  线长300mm，输出端：DC24V 5.0A 线长1200mm,含DC插头(黑色)",净水机,电气类,,上门维修,"电源适配器 GM13024005005DE,输入端：220V  2.5A  线长300mm，输出端：DC24V 5.0A 线长1200mm,含DC插头(黑色)","电源适配器 GM13024005005DE,输入端：220V  2.5A  线长300mm，输出端：DC24V 5.0A 线长1200mm,含DC插头(黑色)",不通电，保内,不通电,换电源
WO0018223831,质量工单,Rule A.3: 核心部件更换,保内,2024-07-11 14:32:20,2024-07-22,2024-07-22,"净水设备 反渗透厨下式净水机,J3674-ROC150，446*146*388mm(安吉尔白+天空蓝)",电商事业部,"指示灯板总成 J3673-ROC120&J3674-ROC120&J3673-ROC150&J3674-ROC150，24V，110*72*14mm,含指示灯板、防水罩、灌胶(/)",净水机,电气类,,上门维修,"指示灯板总成 J3673-ROC120&J3674-ROC120&J3673-ROC150&J3674-ROC150，24V，110*72*14mm,含指示灯板、防水罩、灌胶(/)","指示灯板总成 J3673-ROC120&J3674-ROC120&J3673-ROC150&J3674-ROC150，24V，110*72*14mm,含指示灯板、防水罩、灌胶(/)",13889767272服务商代报 不显示tds 保内请联系,龙头不显示tds值,更换全新指示灯板，龙头已经正常显示tds值
WO0018224108,质量工单,Rule A.5: 特殊政策触发（保外转保内+滤芯）,保外转保内,2024-09-12 08:40:33,2024-09-24,2024-09-24,M5 600，J3402-ROB90，银色+月光石灰,消费者事业部,"复合滤芯成品-SP J3402-ROB90,φ134*354mm,含600G反渗透,五合一复合滤芯,滤桶,包装胶袋等,批件型号:LX-291PCR90,提拉式,售后专用(灰底+银色)",净水机,滤芯类,,上门维修,"复合滤芯成品-SP J3402-ROB90,φ134*354mm,含600G反渗透,五合一复合滤芯,滤桶,包装胶袋等,批件型号:LX-291PCR90,提拉式,售后专用(灰底+银色)","复合滤芯成品-SP J3402-ROB90,φ134*354mm,含600G反渗透,五合一复合滤芯,滤桶,包装胶袋等,批件型号:LX-291PCR90,提拉式,售后专用(灰底+银色)",故障类型：制水故障,出水小,
WO0018224408,非质量工单,Rule 3: 最终安全网,保外,,,2022-12-16,"直饮机 立式反渗透电子制冷双温直饮机,Y1251LKD-ROM(2020租赁升级款),Y1251LKD-ROM（2020租赁升级款）(银色+白色)",商用事业部,电子冷胆 固定孔距：65*61.5 mm，0.6升，带扎线槽，带锁扣端子(白色),净饮机,电气类,,上门维修,电子冷胆 固定孔距：65*61.5 mm，0.6升，带扎线槽，带锁扣端子(白色),电子冷胆 固定孔距：65*61.5 mm，0.6升，带扎线槽，带锁扣端子(白色),没有冷水，物流码645069833968475942。,不制冷,更换电子冷胆总成
WO0018224673,质量工单,Rule A.3: 核心部件更换,保内,2024-06-24 15:08:07,2024-07-10,2024-07-10,"净水设备 反渗透厨下式净水机,J3674-ROC150，446*146*388mm(安吉尔白+天空蓝)",电商事业部,"TDS传感器 J3539-ROC120,φ12*255mm，线长200mm(白色)",净水机,电气类,,上门维修,"TDS传感器 J3539-ROC120,φ12*255mm，线长200mm(白色)","TDS传感器 J3539-ROC120,φ12*255mm，线长200mm(白色)",13510555742  服务商代报   水龙头TDS不显示,TDS值不显示,更换Tds传感器
WO0018225128,非质量工单,Rule 3: 最终安全网,保内,2021-11-23 14:48:28,2023-06-07,2023-06-07,X5，J2822-ROB60，浅灰+黑色,电商事业部,"逆止阀 快插式1/4*1/4，I型，过水流量大于50L/H,MDM1811-A(白色)",净水机,水路结构类,,上门维修,"逆止阀 快插式1/4*1/4，I型，过水流量大于50L/H,MDM1811-A(白色)","逆止阀 快插式1/4*1/4，I型，过水流量大于50L/H,MDM1811-A(白色)",故障类型：制水故障,频繁启动,更换逆止阀
WO0018226060,质量工单,Rule A.3: 核心部件更换,保内,2024-07-12 16:48:59,2024-08-11,2024-08-11,"净水设备 反渗透厨下式净水机,J3673-ROC150，446*146*388mm(安吉尔白+秋驼色)",电商事业部,"TDS传感器 J3539-ROC120,φ12*255mm，线长200mm(白色)",净水机,电气类,,上门维修,"TDS传感器 J3539-ROC120,φ12*255mm，线长200mm(白色)","TDS传感器 J3539-ROC120,φ12*255mm，线长200mm(白色)",水质不显示    请先电话联系客户,不显示TDS,
WO0018227440,质量工单,Rule A.3: 核心部件更换,保内,2024-06-20 07:59:19,2024-07-20,2024-07-20,"净水设备 反渗透厨下式净水机,J3674-ROC150，446*146*388mm(安吉尔白+天空蓝)",电商事业部,"TDS传感器 J3539-ROC120,φ12*255mm，线长200mm(白色)",净水机,电气类,,上门维修,"TDS传感器 J3539-ROC120,φ12*255mm，线长200mm(白色)","TDS传感器 J3539-ROC120,φ12*255mm，线长200mm(白色)",13705816666来电报 TDS值不显示，联系19957153659,tds值不显示,
WO0018227561,质量工单,Rule A.3: 核心部件更换,保内,2024-05-31 23:09:02,2024-06-13,2024-06-13,S5矿化版 400，J2891-ROB60，白+冰川灰,消费者事业部,"电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)",净水机,电气类,,上门维修,"电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)","电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)",故障类型：电气故障,机器不通电,电源故障，更换电源恢复正常
WO0018228674,质量工单,Rule A.3: 核心部件更换,保内,2024-08-21 19:26:27,2024-12-21,2024-12-21,"净水设备 反渗透厨下式净水机,J3674-ROC120，446*146*388mm(安吉尔白+天空蓝)",电商事业部,"TDS传感器 J3539-ROC120,φ12*255mm，线长200mm(白色)",净水机,电气类,,上门维修,"TDS传感器 J3539-ROC120,φ12*255mm，线长200mm(白色)","TDS传感器 J3539-ROC120,φ12*255mm，线长200mm(白色)",故障类型：电气故障,不显示,换一个
WO0018229836,质量工单,Rule A.3: 核心部件更换,保外,2019-04-04 19:35:33,2020-07-09,2020-07-09,净水设备 反渗透挂壁式净水机J2728-ROB90(白色+银色05-04),商用事业部,"高压开关 YK系列,2分快插式,250V,3A,压力范围0.12-0.3Mpa,CQC 认证,自带插栓,大压差型(/)",净水机,电气类,,上门维修,"高压开关 YK系列,2分快插式,250V,3A,压力范围0.12-0.3Mpa,CQC 认证,自带插栓,大压差型(/)","高压开关 YK系列,2分快插式,250V,3A,压力范围0.12-0.3Mpa,CQC 认证,自带插栓,大压差型(/)",网点区域群代报维修，机器不出水,制水不停机,
WO0018231427,质量工单,Rule A.3: 核心部件更换,保内,2024-10-29 14:42:46,2025-02-14,2025-02-14,"净水设备 反渗透厨下式净水机,J3673-ROC150，446*146*388mm(安吉尔白+秋驼色)",电商事业部,"TDS传感器 J3539-ROC120,φ12*255mm，线长200mm(白色)",净水机,电气类,,上门维修,"TDS传感器 J3539-ROC120,φ12*255mm，线长200mm(白色)","TDS传感器 J3539-ROC120,φ12*255mm，线长200mm(白色)",TDS 不显示,TDS不显示,更换传感器
WO0018231558,非质量工单,Rule B.1: 外部加装,保内,2025-03-03 16:16:00,2025-07-31,2025-07-31,"净水设备 反渗透厨下式净水机,J3680-ROB15(安吉尔白+帝都灰)",电商事业部,,净水机,安全维护,加装压力桶,上门维修,,"压力桶总成 J3303-ROB60,0.5G螺纹式,塑胶压力桶，带盒售后用(原色)",07928193520服务商代报维修，加装压力桶,加装压力桶,加装压力桶
WO0018232201,质量工单,Rule A.3: 核心部件更换,保内,2024-09-18 15:34:20,2024-11-16,2024-11-16,"净水设备 反渗透挂壁式净水机J2605-ROB60(A8)，网销天猫专供,2020款(金色喷油+白色)",电商事业部,"电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)",净水机,电气类,,上门维修,"电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)","电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)",故障类型：电气故障,不通电,换4A电源适配器一个
WO0018232479,质量工单,Rule A.3: 核心部件更换,保内,2023-01-12 16:41:30,2024-03-07,2024-03-07,J2944-ROB60，装企小金砖，咖啡金+月光石灰,消费者事业部,"电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)",净水机,电气类,,上门维修,"电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)","电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)",故障类型：电气故障,不通电,
WO0018235218,质量工单,Rule A.3: 核心部件更换,保内,2022-09-30 09:02:59,2023-12-13,2023-12-13,J3307-ROC75，装企A7 Lite，内配ACF1200，带防伪功能，月光石灰+咖啡金,消费者事业部,"电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)",净水机,电气类,,上门维修,"电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)","电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)",故障类型：电气故障,不通电,更换电源适配器
WO0018235864,质量工单,Rule A.5: 特殊政策触发（保外转保内+滤芯）,保外转保内,2025-02-19 08:56:28,2025-04-24,2025-04-24,"净水设备 反渗透厨下式净水机,J3673-ROC120，446*146*388mm(安吉尔白+秋驼色)",电商事业部,"复合滤芯成品-SP J3673-ROC120,Ф98*357.5mm,含活性炭滤芯,PP滤芯,滤桶,包装胶袋等,批件型号:LX-3622US-PPC180,箱式,售后专用(/)",净水机,滤芯类,,上门维修,"复合滤芯成品-SP J3673-ROC120,Ф98*357.5mm,含活性炭滤芯,PP滤芯,滤桶,包装胶袋等,批件型号:LX-3622US-PPC180,箱式,售后专用(/)","复合滤芯成品-SP J3673-ROC120,Ф98*357.5mm,含活性炭滤芯,PP滤芯,滤桶,包装胶袋等,批件型号:LX-3622US-PPC180,箱式,售后专用(/)",经销商代报维修 频繁自动净水,机器出水小,2025/4/24安装J3673-ROC120，现在客户反馈机器出水小，师傅上门查看是复合滤芯堵了，鉴于机器从安装到出现问题，才使用三个多月时间，符合走滤芯短周期，现滤芯已经给客户免费更换，出水已正常，申请短周期机器物流码：215845115422765917
WO0018236488,质量工单,Rule A.3: 核心部件更换,保内,2024-07-22 14:56:33,2024-08-21,2024-08-21,"净水设备 反渗透厨下式净水机,J3674-ROC120，446*146*388mm(安吉尔白+天空蓝)",电商事业部,"TDS传感器 J3539-ROC120,φ12*255mm，线长200mm(白色)",净水机,电气类,,上门维修,"TDS传感器 J3539-ROC120,φ12*255mm，线长200mm(白色)","TDS传感器 J3539-ROC120,φ12*255mm，线长200mm(白色)",经销商代报维修 TDS值不显示,不显示TDs值,更换TDs探针
WO0018237627,质量工单,Rule A.5: 特殊政策触发（保外转保内+滤芯）,保外转保内,2025-01-15 18:20:08,2025-06-21,2025-06-21,"净水设备 反渗透厨下式净水机,J3673-ROC150，446*146*388mm(安吉尔白+秋驼色)",电商事业部,"复合滤芯成品-SP J3673-ROC120,Ф98*357.5mm,含活性炭滤芯,PP滤芯,滤桶,包装胶袋等,批件型号:LX-3622US-PPC180,箱式,售后专用(/)",净水机,滤芯类,,上门维修,"复合滤芯成品-SP J3673-ROC120,Ф98*357.5mm,含活性炭滤芯,PP滤芯,滤桶,包装胶袋等,批件型号:LX-3622US-PPC180,箱式,售后专用(/)","复合滤芯成品-SP J3673-ROC120,Ф98*357.5mm,含活性炭滤芯,PP滤芯,滤桶,包装胶袋等,批件型号:LX-3622US-PPC180,箱式,售后专用(/)",请先电话联系客户,滤芯漏碳,换滤芯
WO0018238308,质量工单,Rule A.3: 核心部件更换,保内,2022-04-22 10:19:22,2024-04-11,2024-04-11,S5a，J2871-ROB60，白色+灰色,消费者事业部,"电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)",净水机,电气类,,上门维修,"电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)","电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)","客户留言:不通电
故障类型：电气故障",不通电,
WO0018240780,非质量工单,Rule B.1: 外部加装,保内,2025-03-15 22:04:13,2025-05-14,2025-05-14,"净水设备 反渗透厨下式净水机,J3674-ROC150，446*146*388mm(安吉尔白+天空蓝)",电商事业部,,净水机,安全维护,加装减压阀,上门维修,,"减压阀 PDY06-1,快插式,三分管,压力3.5-4.0公斤(白色01-02)",经销商代报维修 净水器声音大,净水器声音大,换了减压阀
WO0018241011,质量工单,Rule A.3: 核心部件更换,保内,2022-05-14 16:46:45,2024-07-16,2024-07-16,"净水设备 反渗透厨下式净水机,J3305-ROB60,435*175*400mm(白色+灰色)",消费者事业部,"电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)",净水机,电气类,,上门维修,"电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)","电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)",故障类型：电气故障,不通电,更换电源
WO0018241461,质量工单,Rule A.3: 核心部件更换,保外,2018-11-27 16:21:12,2021-01-06,2021-01-04,净水设备 反渗透挂壁式净水机J2728-ROB90(白色+银色05-04),商用事业部,"电磁阀总成 FPD-360L30-DC24V,进出水口快插1/4，CQC认证(/)",净水机,电气类,,上门维修,"电磁阀总成 FPD-360L30-DC24V,进出水口快插1/4，CQC认证(/)","电磁阀总成 FPD-360L30-DC24V,进出水口快插1/4，CQC认证(/)",不出水 已上门,不出水。,更换进水电磁阀完工试机正常。
WO0018242318,质量工单,Rule A.3: 核心部件更换,保内,2024-09-28 15:01:10,2025-01-01,2025-01-01,"净水设备 反渗透厨下式净水机,J3456-ROC90,465*420*215mm(中框玛瑙灰+安吉尔白/不贴片)",消费者事业部,"电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)",净水机,电气类,,上门维修,"电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)","电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)","客户留言:不通电
故障类型：电气故障",电源坏了,
WO0018242957,质量工单,Rule 8.3: 有故障且非简单维护,保内,2023-04-13 20:02:38,2024-11-17,2024-11-17,J3307-ROC75，装企A7 Lite，内配ACF1200，带防伪功能，月光石灰+咖啡金,消费者事业部,"逆止阀  PVI 0404,(1/4*1/4) 过流量大于120L/h,带滤网，纽珀阀芯，中荷(白色)",净水机,水路结构类,,上门维修,"逆止阀  PVI 0404,(1/4*1/4) 过流量大于120L/h,带滤网，纽珀阀芯，中荷(白色)","逆止阀 快插式1/4*1/4，I型，过水流量大于50L/H,MDM1811-A(白色)",漏水，师傅已上门,漏水,更换逆止阀
WO0018242973,质量工单,Rule A.3: 核心部件更换,保内,2024-07-22 14:53:03,2024-07-26,2024-07-26,"净水设备 反渗透厨下式净水机,J3674-ROC150，446*146*388mm(安吉尔白+天空蓝)",电商事业部,"TDS传感器 J3539-ROC120,φ12*255mm，线长200mm(白色)",净水机,电气类,,上门维修,"TDS传感器 J3539-ROC120,φ12*255mm，线长200mm(白色)","TDS传感器 J3539-ROC120,φ12*255mm，线长200mm(白色)",企微报维修，水很小，机器振动很大，保内,龙头tds值不显示,换tds传感器
WO0018243232,质量工单,Rule A.3: 核心部件更换,保外,2021-04-21 16:23:17,2021-06-24,2021-06-24,"净水设备 反渗透厨下式净水机,J2908-ROC60(2020款),末端J2908-ROC60,内配前置PS1000,带后置活性炭(白色)",消费者事业部,"电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)",净水机,电气类,,上门维修,"电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)","电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)",故障类型：电气故障,不通电,更换电源适配器
WO0018244931,质量工单,Rule A.3: 核心部件更换,保外,,,2022-11-11,"直饮机 立式反渗透电子制冷双温直饮机,Y1251LKD-ROM(2020租赁升级款),Y1251LKD-ROM（2020租赁升级款）(银色+白色)",商用事业部,"电磁阀 DC24V,定流量组合阀,废水流量300CC(/)",净饮机,电气类,,上门维修,"电磁阀 DC24V,定流量组合阀,废水流量300CC(/)","电磁阀 DC24V,定流量组合阀,废水流量300CC(/)",不出水，顺丰，物流码645042948224779659,废水小,更换废水
